"type","name","fullname","label","labelReport","hintReport","chapter","disaggregation","correlate","structuralequation.risk","structuralequation.coping","structuralequation.resilience","anonymise","clean","cluster","predict","mappoint","mappoly","relevant","required","constraint","repeat_count","listname","qrepeat","qrepeatlabel","qlevel","qgroup","labelchoice","variable","order","weight","score","recategorise","formpart"
"select_multiple","other","Welfare.IncomeExpenditure.Income.IncomeSources.OtherIncomeSource.other","In the past 30 days, what would you say were other main sources of cash/income used t","In the past 30 days, what would you say were other main sources of cash/income used t",,"Budget_analysis",,,,,,,"no",,,,,"name!=${TopIncomeSources}",,"count-selected(.)<4",,"income_source","","MainDataFrame","level4","Welfare.IncomeExpenditure.Income.IncomeSources","Other",,,,,,"answers"
"select_multiple","NA","Welfare.IncomeExpenditure.Income.IncomeSources.OtherIncomeSource.NA","In the past 30 days, what would you say were other main sources of cash/income used t","In the past 30 days, what would you say were other main sources of cash/income used t",,"Budget_analysis",,,,,,,"no",,,,,"name!=${TopIncomeSources}",,"count-selected(.)<4",,"income_source","","MainDataFrame","level4","Welfare.IncomeExpenditure.Income.IncomeSources","Not Applicable",,,,,,"answers"
"select_multiple","NoAnswer","Welfare.IncomeExpenditure.Income.IncomeSources.OtherIncomeSource.NoAnswer","In the past 30 days, what would you say were other main sources of cash/income used t","In the past 30 days, what would you say were other main sources of cash/income used t",,"Budget_analysis",,,,,,,"no",,,,,"name!=${TopIncomeSources}",,"count-selected(.)<4",,"income_source","","MainDataFrame","level4","Welfare.IncomeExpenditure.Income.IncomeSources","Does not wish to answer",,,,,,"answers"
"select_multiple","distance","Assistance.Health.HealthAccessBar.distance","Why were household members unable to receive the required primary health assistance?:","Why were household members unable to receive the required primary health assistance?:",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess1},'no')","yes",,,"barriers_health","","MainDataFrame","level2","Assistance.Health","Distance of health center",,,,,,"answers"
"select_multiple","HealthTransCost","Assistance.Health.HealthAccessBar.HealthTransCost","Why were household members unable to receive the required primary health assistance?:","Why were household members unable to receive the required primary health assistance?:",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess1},'no')","yes",,,"barriers_health","","MainDataFrame","level2","Assistance.Health","Transportation cost",,,,,,"answers"
"select_multiple","PhysicalDisab","Assistance.Health.HealthAccessBar.PhysicalDisab","Why were household members unable to receive the required primary health assistance?:","Why were household members unable to receive the required primary health assistance?:",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess1},'no')","yes",,,"barriers_health","","MainDataFrame","level2","Assistance.Health","Physical disability limiting access to center",,,,,,"answers"
"select_multiple","InadequateTreat","Assistance.Health.HealthAccessBar.InadequateTreat","Why were household members unable to receive the required primary health assistance?:","Why were household members unable to receive the required primary health assistance?:",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess1},'no')","yes",,,"barriers_health","","MainDataFrame","level2","Assistance.Health","Inadequate welcoming/treatment by staff",,,,,,"answers"
"select_multiple","SecurConcernsMove","Assistance.Health.HealthAccessBar.SecurConcernsMove","Why were household members unable to receive the required primary health assistance?:","Why were household members unable to receive the required primary health assistance?:",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess1},'no')","yes",,,"barriers_health","","MainDataFrame","level2","Assistance.Health","Security concerns / fear of movement",,,,,,"answers"
"select_multiple","Fees","Assistance.Health.HealthAccessBar.Fees","Why were household members unable to receive the required primary health assistance?:","Why were household members unable to receive the required primary health assistance?:",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess1},'no')","yes",,,"barriers_health","","MainDataFrame","level2","Assistance.Health","Fees doctor visit",,,,,,"answers"
"select_multiple","Costs","Assistance.Health.HealthAccessBar.Costs","Why were household members unable to receive the required primary health assistance?:","Why were household members unable to receive the required primary health assistance?:",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess1},'no')","yes",,,"barriers_health","","MainDataFrame","level2","Assistance.Health","Cost of drugs/Diagnostic tests/treatment",,,,,,"answers"
"select_multiple","NotAccepted","Assistance.Health.HealthAccessBar.NotAccepted","Why were household members unable to receive the required primary health assistance?:","Why were household members unable to receive the required primary health assistance?:",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess1},'no')","yes",,,"barriers_health","","MainDataFrame","level2","Assistance.Health","Not accepted",,,,,,"answers"
"select_multiple","DontKnow","Assistance.Health.HealthAccessBar.DontKnow","Why were household members unable to receive the required primary health assistance?:","Why were household members unable to receive the required primary health assistance?:",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess1},'no')","yes",,,"barriers_health","","MainDataFrame","level2","Assistance.Health","Don't know where to go",,,,,,"answers"
"select_multiple","Pending","Assistance.Health.HealthAccessBar.Pending","Why were household members unable to receive the required primary health assistance?:","Why were household members unable to receive the required primary health assistance?:",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess1},'no')","yes",,,"barriers_health","","MainDataFrame","level2","Assistance.Health","Long waiting time",,,,,,"answers"
"select_multiple","other","Assistance.Health.HealthAccessBar.other","Why were household members unable to receive the required primary health assistance?:","Why were household members unable to receive the required primary health assistance?:",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess1},'no')","yes",,,"barriers_health","","MainDataFrame","level2","Assistance.Health","Other",,,,,,"answers"
"select_multiple","NoAnswer","Assistance.Health.HealthAccessBar.NoAnswer","Why were household members unable to receive the required primary health assistance?:","Why were household members unable to receive the required primary health assistance?:",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess1},'no')","yes",,,"barriers_health","","MainDataFrame","level2","Assistance.Health","Does not wish to answer",,,,,,"answers"
"select_multiple","distance","Assistance.Health.HealthAccessBar2.distance","Why were household member(s) unable to receive the required hospital care?: Distance ","Why were household member(s) unable to receive the required hospital care?: Distance ",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess2},'no')","yes",,,"barriers_health1","","MainDataFrame","level2","Assistance.Health","Distance of health center",,,,,,"answers"
"select_multiple","HealthTransCost","Assistance.Health.HealthAccessBar2.HealthTransCost","Why were household member(s) unable to receive the required hospital care?: Transport","Why were household member(s) unable to receive the required hospital care?: Transport",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess2},'no')","yes",,,"barriers_health1","","MainDataFrame","level2","Assistance.Health","Transportation cost",,,,,,"answers"
"select_multiple","PhysicalDisab","Assistance.Health.HealthAccessBar2.PhysicalDisab","Why were household member(s) unable to receive the required hospital care?: Physical ","Why were household member(s) unable to receive the required hospital care?: Physical ",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess2},'no')","yes",,,"barriers_health1","","MainDataFrame","level2","Assistance.Health","Physical limitations to access the health center",,,,,,"answers"
"select_multiple","InadequateTreat","Assistance.Health.HealthAccessBar2.InadequateTreat","Why were household member(s) unable to receive the required hospital care?: Inadequat","Why were household member(s) unable to receive the required hospital care?: Inadequat",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess2},'no')","yes",,,"barriers_health1","","MainDataFrame","level2","Assistance.Health","Inadequate welcoming/treatment by hospital staff",,,,,,"answers"
"select_multiple","SecurConcernsMove","Assistance.Health.HealthAccessBar2.SecurConcernsMove","Why were household member(s) unable to receive the required hospital care?: Security ","Why were household member(s) unable to receive the required hospital care?: Security ",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess2},'no')","yes",,,"barriers_health1","","MainDataFrame","level2","Assistance.Health","Security concerns / fear of movement",,,,,,"answers"
"select_multiple","Fees","Assistance.Health.HealthAccessBar2.Fees","Why were household member(s) unable to receive the required hospital care?: Cost of t","Why were household member(s) unable to receive the required hospital care?: Cost of t",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess2},'no')","yes",,,"barriers_health1","","MainDataFrame","level2","Assistance.Health","Cost of treatment",,,,,,"answers"
"select_multiple","HosRef","Assistance.Health.HealthAccessBar2.HosRef","Why were household member(s) unable to receive the required hospital care?: Hospital ","Why were household member(s) unable to receive the required hospital care?: Hospital ",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess2},'no')","yes",,,"barriers_health1","","MainDataFrame","level2","Assistance.Health","Hospital refused to admit because of deposit",,,,,,"answers"
"select_multiple","NotAccepted","Assistance.Health.HealthAccessBar2.NotAccepted","Why were household member(s) unable to receive the required hospital care?: Not accep","Why were household member(s) unable to receive the required hospital care?: Not accep",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess2},'no')","yes",,,"barriers_health1","","MainDataFrame","level2","Assistance.Health","Not accepted",,,,,,"answers"
"select_multiple","DontKnow","Assistance.Health.HealthAccessBar2.DontKnow","Why were household member(s) unable to receive the required hospital care?: Don't kno","Why were household member(s) unable to receive the required hospital care?: Don't kno",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess2},'no')","yes",,,"barriers_health1","","MainDataFrame","level2","Assistance.Health","Don't know where to go",,,,,,"answers"
"select_multiple","other","Assistance.Health.HealthAccessBar2.other","Why were household member(s) unable to receive the required hospital care?: Other","Why were household member(s) unable to receive the required hospital care?: Other",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess2},'no')","yes",,,"barriers_health1","","MainDataFrame","level2","Assistance.Health","Other",,,,,,"answers"
"select_multiple","NoAnswer","Assistance.Health.HealthAccessBar2.NoAnswer","Why were household member(s) unable to receive the required hospital care?: Does not ","Why were household member(s) unable to receive the required hospital care?: Does not ",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess2},'no')","yes",,,"barriers_health1","","MainDataFrame","level2","Assistance.Health","Does not wish to answer",,,,,,"answers"
"select_multiple","Harassment","Risks.Safety.InsecurityType.Harassment","What kind of safety issue?: Verbal harassment","What kind of safety issue?: Verbal harassment",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"types_insecurity","","MainDataFrame","level2","Risks.Safety","Verbal harassment",,,,,,"answers"
"select_multiple","Physical","Risks.Safety.InsecurityType.Physical","What kind of safety issue?: Physical harassment","What kind of safety issue?: Physical harassment",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"types_insecurity","","MainDataFrame","level2","Risks.Safety","Physical harassment",,,,,,"answers"
"select_multiple","Kidnapping","Risks.Safety.InsecurityType.Kidnapping","What kind of safety issue?: Kidnapping","What kind of safety issue?: Kidnapping",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"types_insecurity","","MainDataFrame","level2","Risks.Safety","Kidnapping",,,,,,"answers"
"select_multiple","Extortion","Risks.Safety.InsecurityType.Extortion","What kind of safety issue?: Extortion/bribe","What kind of safety issue?: Extortion/bribe",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"types_insecurity","","MainDataFrame","level2","Risks.Safety","Extortion/bribe",,,,,,"answers"
"select_multiple","Theft","Risks.Safety.InsecurityType.Theft","What kind of safety issue?: Theft / robbery","What kind of safety issue?: Theft / robbery",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"types_insecurity","","MainDataFrame","level2","Risks.Safety","Theft / robbery",,,,,,"answers"
"select_multiple","CommViole","Risks.Safety.InsecurityType.CommViole","What kind of safety issue?: Community violence/dispute","What kind of safety issue?: Community violence/dispute",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"types_insecurity","","MainDataFrame","level2","Risks.Safety","Community violence/dispute",,,,,,"answers"
"select_multiple","ForcedDisplac","Risks.Safety.InsecurityType.ForcedDisplac","What kind of safety issue?: Displacement/eviction","What kind of safety issue?: Displacement/eviction",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"types_insecurity","","MainDataFrame","level2","Risks.Safety","Displacement/eviction",,,,,,"answers"
"select_multiple","Arrest","Risks.Safety.InsecurityType.Arrest","What kind of safety issue?: Arrest/detention","What kind of safety issue?: Arrest/detention",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"types_insecurity","","MainDataFrame","level2","Risks.Safety","Arrest/detention",,,,,,"answers"
"select_multiple","Threats","Risks.Safety.InsecurityType.Threats","What kind of safety issue?: Threats/coercion","What kind of safety issue?: Threats/coercion",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"types_insecurity","","MainDataFrame","level2","Risks.Safety","Threats/coercion",,,,,,"answers"
"select_multiple","other","Risks.Safety.InsecurityType.other","What kind of safety issue?: Other","What kind of safety issue?: Other",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"types_insecurity","","MainDataFrame","level2","Risks.Safety","Other",,,,,,"answers"
"select_multiple","NoAnswer","Risks.Safety.InsecurityType.NoAnswer","What kind of safety issue?: Does not wish to answer","What kind of safety issue?: Does not wish to answer",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"types_insecurity","","MainDataFrame","level2","Risks.Safety","Does not wish to answer",,,,,,"answers"
"select_multiple","Hosts","Risks.Safety.InsecurityCause.Hosts","Who or what is the cause of the safety issues?: Hosts / Landlord","Who or what is the cause of the safety issues?: Hosts / Landlord",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"cause_insecurity","","MainDataFrame","level2","Risks.Safety","Hosts / Landlord",,,,,,"answers"
"select_multiple","Neighbors","Risks.Safety.InsecurityCause.Neighbors","Who or what is the cause of the safety issues?: Neighbours / Host community","Who or what is the cause of the safety issues?: Neighbours / Host community",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"cause_insecurity","","MainDataFrame","level2","Risks.Safety","Neighbours / Host community",,,,,,"answers"
"select_multiple","LocalOrgs","Risks.Safety.InsecurityCause.LocalOrgs","Who or what is the cause of the safety issues?: Local organizations/ charity based","Who or what is the cause of the safety issues?: Local organizations/ charity based",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"cause_insecurity","","MainDataFrame","level2","Risks.Safety","Local organizations/ charity based",,,,,,"answers"
"select_multiple","ShopOwn","Risks.Safety.InsecurityCause.ShopOwn","Who or what is the cause of the safety issues?: Shop owners/managers","Who or what is the cause of the safety issues?: Shop owners/managers",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"cause_insecurity","","MainDataFrame","level2","Risks.Safety","Shop owners/managers",,,,,,"answers"
"select_multiple","RefLeadComm","Risks.Safety.InsecurityCause.RefLeadComm","Who or what is the cause of the safety issues?: Refugee Leaders/ refugee community","Who or what is the cause of the safety issues?: Refugee Leaders/ refugee community",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"cause_insecurity","","MainDataFrame","level2","Risks.Safety","Refugee Leaders/ refugee community",,,,,,"answers"
"select_multiple","Clashes","Risks.Safety.InsecurityCause.Clashes","Who or what is the cause of the safety issues?: Clashes","Who or what is the cause of the safety issues?: Clashes",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"cause_insecurity","","MainDataFrame","level2","Risks.Safety","Clashes",,,,,,"answers"
"select_multiple","Authorities","Risks.Safety.InsecurityCause.Authorities","Who or what is the cause of the safety issues?: Authorities","Who or what is the cause of the safety issues?: Authorities",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"cause_insecurity","","MainDataFrame","level2","Risks.Safety","Authorities",,,,,,"answers"
"select_multiple","other","Risks.Safety.InsecurityCause.other","Who or what is the cause of the safety issues?: Other","Who or what is the cause of the safety issues?: Other",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"cause_insecurity","","MainDataFrame","level2","Risks.Safety","Other",,,,,,"answers"
"select_multiple","NoAnswer","Risks.Safety.InsecurityCause.NoAnswer","Who or what is the cause of the safety issues?: Does not wish to answer","Who or what is the cause of the safety issues?: Does not wish to answer",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"cause_insecurity","","MainDataFrame","level2","Risks.Safety","Does not wish to answer",,,,,,"answers"
"select_multiple","JobCompet","Integration.Interaction.CommKeyIssues.JobCompet","What is the key issue or issues that drive host community - refugee community tension","What is the key issue or issues that drive host community - refugee community tension",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"key_issues","","MainDataFrame","level2","Integration.Interaction","Competition for jobs",,,,,,"answers"
"select_multiple","ResourCompet","Integration.Interaction.CommKeyIssues.ResourCompet","What is the key issue or issues that drive host community - refugee community tension","What is the key issue or issues that drive host community - refugee community tension",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"key_issues","","MainDataFrame","level2","Integration.Interaction","Competition for resources",,,,,,"answers"
"select_multiple","ServCompet","Integration.Interaction.CommKeyIssues.ServCompet","What is the key issue or issues that drive host community - refugee community tension","What is the key issue or issues that drive host community - refugee community tension",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"key_issues","","MainDataFrame","level2","Integration.Interaction","Competition for services",,,,,,"answers"
"select_multiple","PolitDiff","Integration.Interaction.CommKeyIssues.PolitDiff","What is the key issue or issues that drive host community - refugee community tension","What is the key issue or issues that drive host community - refugee community tension",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"key_issues","","MainDataFrame","level2","Integration.Interaction","Political differences",,,,,,"answers"
"select_multiple","ReligDiff","Integration.Interaction.CommKeyIssues.ReligDiff","What is the key issue or issues that drive host community - refugee community tension","What is the key issue or issues that drive host community - refugee community tension",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"key_issues","","MainDataFrame","level2","Integration.Interaction","Religious differences",,,,,,"answers"
"select_multiple","CultuDiff","Integration.Interaction.CommKeyIssues.CultuDiff","What is the key issue or issues that drive host community - refugee community tension","What is the key issue or issues that drive host community - refugee community tension",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"key_issues","","MainDataFrame","level2","Integration.Interaction","Cultural differences",,,,,,"answers"
"select_multiple","CrimeSusp","Integration.Interaction.CommKeyIssues.CrimeSusp","What is the key issue or issues that drive host community - refugee community tension","What is the key issue or issues that drive host community - refugee community tension",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"key_issues","","MainDataFrame","level2","Integration.Interaction","Suspicion of criminal activity",,,,,,"answers"
"select_multiple","SexualHarass","Integration.Interaction.CommKeyIssues.SexualHarass","What is the key issue or issues that drive host community - refugee community tension","What is the key issue or issues that drive host community - refugee community tension",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"key_issues","","MainDataFrame","level2","Integration.Interaction","Sexual harassment of women",,,,,,"answers"
"select_multiple","NotAvailable","Integration.Interaction.CommKeyIssues.NotAvailable","What is the key issue or issues that drive host community - refugee community tension","What is the key issue or issues that drive host community - refugee community tension",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"key_issues","","MainDataFrame","level2","Integration.Interaction","Not available",,,,,,"answers"
"select_multiple","other","Integration.Interaction.CommKeyIssues.other","What is the key issue or issues that drive host community - refugee community tension","What is the key issue or issues that drive host community - refugee community tension",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"key_issues","","MainDataFrame","level2","Integration.Interaction","Other",,,,,,"answers"
"select_multiple","NoAnswer","Integration.Interaction.CommKeyIssues.NoAnswer","What is the key issue or issues that drive host community - refugee community tension","What is the key issue or issues that drive host community - refugee community tension",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"key_issues","","MainDataFrame","level2","Integration.Interaction","Does not wish to answer",,,,,,"answers"
"select_multiple","PreExistRel","Integration.Interaction.ImproveHostComm.PreExistRel","What do you think would improve refugee host community relations in this area?: Pre-e","What do you think would improve refugee host community relations in this area?: Pre-e",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"host_comm_opt","","MainDataFrame","level2","Integration.Interaction","Pre-existing state relationships",,,,,,"answers"
"select_multiple","MunicServ","Integration.Interaction.ImproveHostComm.MunicServ","What do you think would improve refugee host community relations in this area?: Servi","What do you think would improve refugee host community relations in this area?: Servi",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"host_comm_opt","","MainDataFrame","level2","Integration.Interaction","Services by the municipality",,,,,,"answers"
"select_multiple","AssistHumOrg","Integration.Interaction.ImproveHostComm.AssistHumOrg","What do you think would improve refugee host community relations in this area?: Assis","What do you think would improve refugee host community relations in this area?: Assis",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"host_comm_opt","","MainDataFrame","level2","Integration.Interaction","Assistance from humanitarian organizations",,,,,,"answers"
"select_multiple","RoleLocAuth","Integration.Interaction.ImproveHostComm.RoleLocAuth","What do you think would improve refugee host community relations in this area?: Role ","What do you think would improve refugee host community relations in this area?: Role ",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"host_comm_opt","","MainDataFrame","level2","Integration.Interaction","Role of local authorities",,,,,,"answers"
"select_multiple","CurfewRestr","Integration.Interaction.ImproveHostComm.CurfewRestr","What do you think would improve refugee host community relations in this area?: Curfe","What do you think would improve refugee host community relations in this area?: Curfe",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"host_comm_opt","","MainDataFrame","level2","Integration.Interaction","Curfew restrictions on refugees",,,,,,"answers"
"select_multiple","Nothing","Integration.Interaction.ImproveHostComm.Nothing","What do you think would improve refugee host community relations in this area?: Nothi","What do you think would improve refugee host community relations in this area?: Nothi",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"host_comm_opt","","MainDataFrame","level2","Integration.Interaction","Nothing",,,,,,"answers"
"select_multiple","other","Integration.Interaction.ImproveHostComm.other","What do you think would improve refugee host community relations in this area?: Other","What do you think would improve refugee host community relations in this area?: Other",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"host_comm_opt","","MainDataFrame","level2","Integration.Interaction","Other",,,,,,"answers"
"select_multiple","NoAnswer","Integration.Interaction.ImproveHostComm.NoAnswer","What do you think would improve refugee host community relations in this area?: Does ","What do you think would improve refugee host community relations in this area?: Does ",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"host_comm_opt","","MainDataFrame","level2","Integration.Interaction","Does not wish to answer",,,,,,"answers"
"select_multiple","UnawUnfam","Profile.ArrivalHist.DiffEncoun.UnawUnfam","What difficulties were experienced?: Unaware with the process","What difficulties were experienced?: Unaware with the process",,"Documentation",,,,,,,"no",,,,,"selected(${RegDiff},'yes')","yes",,,"difficulties","","MainDataFrame","level2","Profile.ArrivalHist","Unaware with the process",,,,,,"answers"
"select_multiple","Unsafe","Profile.ArrivalHist.DiffEncoun.Unsafe","What difficulties were experienced?: Unsafe/Denied access to the reception center","What difficulties were experienced?: Unsafe/Denied access to the reception center",,"Documentation",,,,,,,"no",,,,,"selected(${RegDiff},'yes')","yes",,,"difficulties","","MainDataFrame","level2","Profile.ArrivalHist","Unsafe/Denied access to the reception center",,,,,,"answers"
"select_multiple","PhysicUnab","Profile.ArrivalHist.DiffEncoun.PhysicUnab","What difficulties were experienced?: Physically unable to approach the centre","What difficulties were experienced?: Physically unable to approach the centre",,"Documentation",,,,,,,"no",,,,,"selected(${RegDiff},'yes')","yes",,,"difficulties","","MainDataFrame","level2","Profile.ArrivalHist","Physically unable to approach the centre",,,,,,"answers"
"select_multiple","DenAccess","Profile.ArrivalHist.DiffEncoun.DenAccess","What difficulties were experienced?: Problems reaching reception center","What difficulties were experienced?: Problems reaching reception center",,"Documentation",,,,,,,"no",,,,,"selected(${RegDiff},'yes')","yes",,,"difficulties","","MainDataFrame","level2","Profile.ArrivalHist","Problems reaching reception center",,,,,,"answers"
"select_multiple","LackTrust","Profile.ArrivalHist.DiffEncoun.LackTrust","What difficulties were experienced?: Lack of trust","What difficulties were experienced?: Lack of trust",,"Documentation",,,,,,,"no",,,,,"selected(${RegDiff},'yes')","yes",,,"difficulties","","MainDataFrame","level2","Profile.ArrivalHist","Lack of trust",,,,,,"answers"
"select_multiple","DenAccCoA","Profile.ArrivalHist.DiffEncoun.DenAccCoA","What difficulties were experienced?: Person has been denied access to CoA","What difficulties were experienced?: Person has been denied access to CoA",,"Documentation",,,,,,,"no",,,,,"selected(${RegDiff},'yes')","yes",,,"difficulties","","MainDataFrame","level2","Profile.ArrivalHist","Person has been denied access to CoA",,,,,,"answers"
"select_multiple","MissDet","Profile.ArrivalHist.DiffEncoun.MissDet","What difficulties were experienced?: Person is missing/detained","What difficulties were experienced?: Person is missing/detained",,"Documentation",,,,,,,"no",,,,,"selected(${RegDiff},'yes')","yes",,,"difficulties","","MainDataFrame","level2","Profile.ArrivalHist","Person is missing/detained",,,,,,"answers"
"select_multiple","CostTrans","Profile.ArrivalHist.DiffEncoun.CostTrans","What difficulties were experienced?: Costs to reach the reception centre","What difficulties were experienced?: Costs to reach the reception centre",,"Documentation",,,,,,,"no",,,,,"selected(${RegDiff},'yes')","yes",,,"difficulties","","MainDataFrame","level2","Profile.ArrivalHist","Costs to reach the reception centre",,,,,,"answers"
"select_multiple","WaitAppoi","Profile.ArrivalHist.DiffEncoun.WaitAppoi","What difficulties were experienced?: Had to wait more than one month","What difficulties were experienced?: Had to wait more than one month",,"Documentation",,,,,,,"no",,,,,"selected(${RegDiff},'yes')","yes",,,"difficulties","","MainDataFrame","level2","Profile.ArrivalHist","Had to wait more than one month",,,,,,"answers"
"select_multiple","CallTimes","Profile.ArrivalHist.DiffEncoun.CallTimes","What difficulties were experienced?: I had to call many times to get an appointment","What difficulties were experienced?: I had to call many times to get an appointment",,"Documentation",,,,,,,"no",,,,,"selected(${RegDiff},'yes')","yes",,,"difficulties","","MainDataFrame","level2","Profile.ArrivalHist","I had to call many times to get an appointment",,,,,,"answers"
"select_multiple","NoBenefit","Profile.ArrivalHist.DiffEncoun.NoBenefit","What difficulties were experienced?: See no benefit in registration/counseling/renewa","What difficulties were experienced?: See no benefit in registration/counseling/renewa",,"Documentation",,,,,,,"no",,,,,"selected(${RegDiff},'yes')","yes",,,"difficulties","","MainDataFrame","level2","Profile.ArrivalHist","See no benefit in registration/counseling/renewal",,,,,,"answers"
"select_multiple","NoTime","Profile.ArrivalHist.DiffEncoun.NoTime","What difficulties were experienced?: Could not take time away from work","What difficulties were experienced?: Could not take time away from work",,"Documentation",,,,,,,"no",,,,,"selected(${RegDiff},'yes')","yes",,,"difficulties","","MainDataFrame","level2","Profile.ArrivalHist","Could not take time away from work",,,,,,"answers"
"select_multiple","Rejected","Profile.ArrivalHist.DiffEncoun.Rejected","What difficulties were experienced?: Rejected","What difficulties were experienced?: Rejected",,"Documentation",,,,,,,"no",,,,,"selected(${RegDiff},'yes')","yes",,,"difficulties","","MainDataFrame","level2","Profile.ArrivalHist","Rejected",,,,,,"answers"
"select_multiple","other","Profile.ArrivalHist.DiffEncoun.other","What difficulties were experienced?: Others","What difficulties were experienced?: Others",,"Documentation",,,,,,,"no",,,,,"selected(${RegDiff},'yes')","yes",,,"difficulties","","MainDataFrame","level2","Profile.ArrivalHist","Others",,,,,,"answers"
"select_multiple","NoAnswer","Profile.ArrivalHist.DiffEncoun.NoAnswer","What difficulties were experienced?: Does not wish to answer","What difficulties were experienced?: Does not wish to answer",,"Documentation",,,,,,,"no",,,,,"selected(${RegDiff},'yes')","yes",,,"difficulties","","MainDataFrame","level2","Profile.ArrivalHist","Does not wish to answer",,,,,,"answers"
"select_multiple","DrinkWater","Assistance.PriorityNeeds.PriorityNeedsCommOth.DrinkWater","What are two or three other needs you consider your community has?: Drinking water","What are two or three other needs you consider your community has?: Drinking water",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Drinking water",,,,,,"answers"
"select_multiple","DrinkWater","Assistance.PriorityNeeds.PriorityNeedsOth.DrinkWater","What are three other important needs you household has?: Drinking water","What are three other important needs you household has?: Drinking water",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Drinking water",,,,,,"answers"
